               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 479,            0.034233,            0.020422,           0.0095415,             0.66815,                   1,             0.84185,             0.66315,            0.025066,            0.010688,            0.004413,           0.0005356,           0.0005356,           0.0005356
                 480,            0.037744,            0.018149,           0.0077502,             0.66815,                   1,             0.84185,             0.66315,            0.025066,            0.010688,            0.004413,           0.0005158,           0.0005158,           0.0005158
                 481,            0.034917,            0.019636,           0.0090789,             0.66815,                   1,             0.84185,             0.66315,            0.025066,            0.010688,            0.004413,            0.000496,            0.000496,            0.000496
                 482,            0.034136,             0.01868,           0.0062797,             0.66815,                   1,             0.84185,             0.66315,            0.025066,            0.010688,            0.004413,           0.0004762,           0.0004762,           0.0004762
                 483,            0.034653,             0.02067,           0.0085093,             0.68863,                   1,             0.84413,             0.65668,            0.025303,            0.010713,           0.0044077,           0.0004564,           0.0004564,           0.0004564
                 484,            0.035815,            0.019718,           0.0080152,             0.68863,                   1,             0.84413,             0.65668,            0.025303,            0.010713,           0.0044077,           0.0004366,           0.0004366,           0.0004366
                 485,            0.030951,            0.024271,           0.0065576,             0.68863,                   1,             0.84413,             0.65668,            0.025303,            0.010713,           0.0044077,           0.0004168,           0.0004168,           0.0004168
                 486,             0.03494,            0.017468,           0.0068117,             0.68863,                   1,             0.84413,             0.65668,            0.025303,            0.010713,           0.0044077,            0.000397,            0.000397,            0.000397
                 487,            0.031295,            0.020585,           0.0057761,             0.69427,                   1,             0.84413,             0.65376,            0.025478,            0.010704,           0.0044095,           0.0003772,           0.0003772,           0.0003772
                 488,             0.03522,            0.017193,           0.0069834,             0.69427,                   1,             0.84413,             0.65376,            0.025478,            0.010704,           0.0044095,           0.0003574,           0.0003574,           0.0003574
                 489,            0.028343,            0.019055,           0.0061326,             0.69427,                   1,             0.84413,             0.65376,            0.025478,            0.010704,           0.0044095,           0.0003376,           0.0003376,           0.0003376
                 490,            0.034334,            0.019442,           0.0078502,             0.69427,                   1,             0.84413,             0.65376,            0.025478,            0.010704,           0.0044095,           0.0003178,           0.0003178,           0.0003178
                 491,            0.033228,            0.020171,           0.0078367,             0.68787,                   1,             0.84413,             0.63799,            0.025296,            0.010698,            0.004418,            0.000298,            0.000298,            0.000298
                 492,            0.035903,            0.024323,           0.0084997,             0.68787,                   1,             0.84413,             0.63799,            0.025296,            0.010698,            0.004418,           0.0002782,           0.0002782,           0.0002782
                 493,            0.033318,            0.015839,           0.0071495,             0.68787,                   1,             0.84413,             0.63799,            0.025296,            0.010698,            0.004418,           0.0002584,           0.0002584,           0.0002584
                 494,            0.028671,            0.018132,           0.0053373,             0.68787,                   1,             0.84413,             0.63799,            0.025296,            0.010698,            0.004418,           0.0002386,           0.0002386,           0.0002386
                 495,            0.033757,            0.023285,           0.0089416,             0.68256,                   1,             0.84413,             0.63804,            0.025159,            0.010695,           0.0044228,           0.0002188,           0.0002188,           0.0002188
                 496,            0.039886,            0.021217,           0.0083847,             0.68256,                   1,             0.84413,             0.63804,            0.025159,            0.010695,           0.0044228,            0.000199,            0.000199,            0.000199
                 497,            0.033624,            0.024521,           0.0067314,             0.68256,                   1,             0.84413,             0.63804,            0.025159,            0.010695,           0.0044228,           0.0001792,           0.0001792,           0.0001792
                 498,            0.029243,            0.018447,           0.0056517,             0.68256,                   1,             0.84413,             0.63804,            0.025159,            0.010695,           0.0044228,           0.0001594,           0.0001594,           0.0001594
                 499,            0.033756,            0.020064,            0.008214,             0.68049,                   1,             0.84413,               0.641,             0.02492,            0.010673,           0.0044289,           0.0001396,           0.0001396,           0.0001396
